CustomerID,Type_of_customer,Build_Distribution,Version_Distribution,Software_Edition,OS_Distribution,RAM_Distribution,PC_Type,CPU_Cores,Country,Date_of_Onboard
47904,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,4 Cores,DE,3/17/2015
70039,Best Customer,Build 232,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Laptop,1 Core,AU,2/9/2015
45090,Former Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,8 Cores,ES,1/20/2015
73241,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,DE,2/27/2015
28125,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,AU,3/13/2015
78286,New Client,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,US,3/2/2015
29206,One time user,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,DE,1/5/2015
52737,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,JP,1/21/2015
71991,Best Customer,Build 232,Version 10.2,Standard,MS Win Server 2008, > 6 GB,Laptop,4 Cores,AU,1/27/2015
92005,Former Best,Build 410,Version 8.3,High,MS Win Server 2003,>1GB & <= 2 GB,Laptop,2 Cores,DE,3/6/2015
97185,New Client,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,2/19/2015
98363,New Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,1/29/2015
24928,Former Best,Build 410,Version 7.1,Standard,MS Win 7,>2GB & <= 4 GB,Desktop,1 Core,DE,2/2/2015
65603,Best Customer,Build 232,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,2 Cores,GB,1/24/2015
54954,Best Customer,Build 232,Version 8.3,Lite,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,DE,2/20/2015
86878,One time user,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,1/25/2015
64396,Former Best,Build 999,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,AU,3/31/2015
7298,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,JP,3/17/2015
31713,One time user,Build 410,Version 10.2,High,MS Win 7, > 6 GB,Desktop,1 Core,GB,2/2/2015
68537,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,8 Cores,US,1/27/2015
42725,Best Customer,Build 999,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,FR,1/24/2015
7941,New Client,Build 410,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,AU,3/18/2015
14417,One time user,Build 410,Version 7.1,Lite,MS Win XP, > 6 GB,Desktop,2 Cores,US,1/3/2015
54041,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,AU,1/3/2015
13245,One time user,Build 380,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Laptop,2 Cores,DE,2/22/2015
41431,Former Best,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/7/2015
82200,One time user,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,US,1/3/2015
48607,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/26/2015
75544,One time user,Build 410,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Mobile,1 Core,AU,3/17/2015
10772,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,1/20/2015
56518,New Client,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Laptop,2 Cores,AU,3/22/2015
66708,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,GB,2/2/2015
94296,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/24/2015
11511,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/24/2015
44373,New Client,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,US,2/21/2015
86227,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008, <= 512 MB,Desktop,1 Core,AU,2/18/2015
55672,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/18/2015
41905,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/12/2015
27203,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Laptop,1 Core,FR,2/24/2015
80697,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, <= 512 MB,Laptop,1 Core,DE,3/6/2015
23267,New Client,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,2/25/2015
33466,Former Best,Build 232,Version 7.1,High,MS Win 7,>512 MB  & <= 1 GB,Desktop,1 Core,FR,1/8/2015
47597,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/14/2015
22842,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,US,1/27/2015
406,Former Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/22/2015
79075,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/27/2015
4932,Best Customer,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/19/2015
3364,Best Customer,Build 232,Version 7.1,Standard,MS Win XP,>512 MB  & <= 1 GB,Laptop,1 Core,AU,2/1/2015
72583,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,GB,1/20/2015
51390,Best Customer,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Mobile,1 Core,GB,3/22/2015
11164,Former Best,Build 232,Version 7.1,Standard,MS Win 7,>1GB & <= 2 GB,Laptop,2 Cores,AU,2/27/2015
85277,One time user,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/8/2015
75516,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,2/20/2015
47020,New Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,2 Cores,DE,1/10/2015
49213,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Laptop,1 Core,DE,3/18/2015
54082,New Client,Build 999,Version 7.1,Standard,MS Win XP, > 6 GB,Laptop,1 Core,AU,1/4/2015
72780,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,2/25/2015
83235,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,FR,1/21/2015
12265,Best Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,GB,1/26/2015
12457,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,DE,2/8/2015
34924,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,JP,2/20/2015
36710,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,DE,2/7/2015
95755,Best Customer,Build 410,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,FR,2/17/2015
99762,One time user,Build 410,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,AU,1/10/2015
6643,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,FR,3/19/2015
79575,Former Best,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,AU,3/3/2015
34660,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,2 Cores,US,2/23/2015
32536,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,4 Cores,US,2/21/2015
92097,Best Customer,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,2/7/2015
44951,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,2/17/2015
15558,New Client,Build 232,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,8 Cores,DE,3/4/2015
11519,One time user,Build 999,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,DE,1/23/2015
42549,Best Customer,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,3/9/2015
42564,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,AU,2/17/2015
7389,Former Best,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,GB,3/26/2015
16422,Former Best,Build 232,Version 7.1,High,MS Win XP,>512 MB  & <= 1 GB,Desktop,4 Cores,GB,2/3/2015
45464,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,1/17/2015
41663,One time user,Build 232,Version 7.1,Lite,MS Win Server 2008,>2GB & <= 4 GB,Desktop,8 Cores,AU,1/26/2015
57432,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,1/12/2015
77748,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,4 Cores,AU,2/16/2015
4331,Former Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,US,3/11/2015
39857,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,DE,2/22/2015
45778,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,2 Cores,AU,1/18/2015
2798,New Client,Build 380,Version 8.3,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,8 Cores,US,3/11/2015
61643,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,FR,3/10/2015
68072,Former Best,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,GB,3/18/2015
38418,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,AU,3/11/2015
45192,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,2 Cores,DE,1/22/2015
49487,One time user,Build 232,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,AU,2/3/2015
31226,Former Best,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,AU,1/14/2015
85767,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,AU,1/18/2015
24076,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,8 Cores,JP,1/28/2015
48835,New Client,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,2 Cores,US,1/7/2015
45338,One time user,Build 232,Version 7.1,Lite,MS Win XP, > 6 GB,Desktop,8 Cores,AU,2/25/2015
94838,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,8 Cores,GB,3/24/2015
11859,Former Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,AU,1/23/2015
8482,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,2 Cores,US,2/26/2015
70608,Former Best,Build 410,Version 7.1,High,MS Win Server 2003, <= 512 MB,Laptop,4 Cores,DE,1/2/2015
38996,Former Best,Build 410,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,8 Cores,GB,3/8/2015
89531,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/1/2015
89815,Former Best,Build 232,Version 10.2,Standard,MS Win XP, > 6 GB,Desktop,8 Cores,AU,3/31/2015
8626,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,2 Cores,DE,2/26/2015
58058,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,GB,3/14/2015
54212,Former Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,2/7/2015
54717,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,DE,3/1/2015
44175,Former Best,Build 232,Version 8.3,High,MS Win 7, > 6 GB,Desktop,1 Core,DE,1/8/2015
34842,One time user,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,US,2/15/2015
94130,One time user,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,FR,2/15/2015
51472,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,1/9/2015
59555,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,2/22/2015
12993,Best Customer,Build 232,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,1 Core,JP,3/10/2015
21399,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,8 Cores,AU,1/22/2015
82083,One time user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,US,3/17/2015
42870,Best Customer,Build 232,Version 8.3,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,2/10/2015
60101,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,2/9/2015
57770,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,2 Cores,JP,1/18/2015
82037,Former Best,Build 232,Version 7.1,High,MS Win XP,>512 MB  & <= 1 GB,Laptop,1 Core,AU,1/6/2015
11497,Former Best,Build 232,Version 10.2,Standard,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,DE,3/13/2015
5184,Best Customer,Build 410,Version 10.2,High,MS Win Server 2008, > 6 GB,Laptop,2 Cores,GB,1/11/2015
12691,New Client,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/10/2015
19359,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,ES,1/19/2015
16372,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,DE,3/19/2015
50697,One time user,Build 410,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,US,1/2/2015
99825,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,GB,1/16/2015
93248,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,FR,3/13/2015
85212,One time user,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Laptop,2 Cores,GB,3/18/2015
85545,New Client,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,DE,1/8/2015
40608,New Client,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,GB,1/13/2015
85815,One time user,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,DE,3/7/2015
65787,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,US,3/13/2015
54510,Former Best,Build 410,Version 8.3,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,AU,2/5/2015
98172,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/18/2015
53814,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,1/16/2015
88135,One time user,Build 232,Version 10.2,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,2 Cores,ES,4/1/2015
47789,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,DE,1/14/2015
2029,Best Customer,Build 380,Version 7.1,Lite,MS Win XP,>1GB & <= 2 GB,Desktop,1 Core,GB,3/14/2015
28709,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,DE,1/8/2015
19545,Best Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,FR,3/15/2015
61799,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,3/6/2015
17183,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,1 Core,AU,1/25/2015
3062,Former Best,Build 232,Version 10.2,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/2/2015
97774,One time user,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Mobile,1 Core,GB,3/11/2015
80160,One time user,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,4 Cores,AU,3/14/2015
4529,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,2 Cores,FR,1/14/2015
79098,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,GB,1/6/2015
55555,Best Customer,Build 232,Version 10.2,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,2/26/2015
76315,Former Best,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Laptop,8 Cores,DE,2/28/2015
20026,New Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,AU,2/24/2015
52820,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,4 Cores,GB,1/9/2015
57814,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,8 Cores,US,3/22/2015
88118,One time user,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Desktop,1 Core,AU,1/7/2015
81084,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, <= 512 MB,Desktop,1 Core,DE,1/21/2015
57381,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,GB,3/25/2015
32321,Former Best,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,US,3/12/2015
59347,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,DE,3/15/2015
51120,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/24/2015
86269,One time user,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,GB,3/29/2015
89156,Former Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,1/7/2015
93712,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,2/16/2015
65942,Best Customer,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,FR,3/3/2015
48246,Best Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,2 Cores,AU,1/31/2015
20843,Best Customer,Build 999,Version 8.3,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,US,2/15/2015
69300,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/4/2015
63090,Former Best,Build 232,Version 7.1,High,MS Win XP,>512 MB  & <= 1 GB,Desktop,1 Core,ES,1/22/2015
49161,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,2 Cores,GB,1/15/2015
27981,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,US,2/19/2015
93082,Best Customer,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,US,1/19/2015
82911,One time user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,4 Cores,GB,1/14/2015
17782,Former Best,Build 232,Version 8.3,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,JP,1/18/2015
3988,New Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/21/2015
35042,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,DE,1/22/2015
47602,One time user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,1/13/2015
79965,Former Best,Build 232,Version 8.3,Lite,MS Win Server 2008, > 6 GB,Laptop,1 Core,FR,2/22/2015
62771,Former Best,Build 410,Version 7.1,High,MS Win 7,>4GB & <= 6 GB,Desktop,1 Core,AU,2/10/2015
85446,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Laptop,1 Core,DE,1/30/2015
4290,Best Customer,Build 410,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,US,3/5/2015
65313,Best Customer,Build 410,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,4 Cores,DE,3/4/2015
80129,New Client,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Laptop,1 Core,FR,3/5/2015
90484,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,DE,1/24/2015
18146,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/10/2015
78799,Former Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,3/19/2015
59449,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,1/14/2015
65385,One time user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,DE,2/28/2015
32409,Best Customer,Build 410,Version 9.4,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,FR,1/5/2015
77671,One time user,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,DE,3/16/2015
88852,One time user,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Laptop,1 Core,FR,3/23/2015
6086,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,AU,3/25/2015
92428,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Laptop,1 Core,GB,4/1/2015
63115,One time user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,3/29/2015
74350,Former Best,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,JP,3/30/2015
9133,Best Customer,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,1/7/2015
66031,New Client,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,AU,1/20/2015
90514,Former Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,DE,3/23/2015
63957,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,FR,3/24/2015
82239,One time user,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,2 Cores,DE,1/2/2015
97537,Best Customer,Build 232,Version 10.2,High,MS Win XP, > 6 GB,Desktop,1 Core,DE,1/6/2015
56149,One time user,Build 410,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,8 Cores,GB,3/10/2015
91813,Former Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,DE,1/18/2015
75352,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,AU,1/10/2015
55908,One time user,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,US,2/7/2015
6311,New Client,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,ES,3/21/2015
27421,New Client,Build 232,Version 7.1,High,MS Win Server 2003, <= 512 MB,Laptop,4 Cores,AU,1/6/2015
19149,Best Customer,Build 380,Version 7.1,High,MS Win XP, > 6 GB,Mobile,1 Core,GB,1/22/2015
92423,Best Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,FR,3/27/2015
62728,New Client,Build 232,Version 8.3,High,MS Win 7, > 6 GB,Laptop,1 Core,AU,1/3/2015
97590,Best Customer,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,US,2/20/2015
58387,Former Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,GB,1/22/2015
60015,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,1 Core,GB,2/1/2015
62138,Best Customer,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Desktop,4 Cores,GB,1/26/2015
22959,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,2 Cores,AU,2/12/2015
69830,Former Best,Build 232,Version 7.1,Standard,MS Win XP,>2GB & <= 4 GB,Mobile,1 Core,AU,3/28/2015
21778,Former Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,8 Cores,AU,2/4/2015
54253,One time user,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,GB,3/8/2015
59619,Best Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,AU,2/15/2015
24711,One time user,Build 232,Version 9.4,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/16/2015
36418,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,AU,2/20/2015
26403,One time user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,AU,3/29/2015
44191,Former Best,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Laptop,1 Core,GB,2/15/2015
82560,New Client,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,JP,3/9/2015
91913,One time user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,AU,2/25/2015
22416,Best Customer,Build 232,Version 7.1,Lite,MS Win XP,>512 MB  & <= 1 GB,Desktop,1 Core,US,1/9/2015
21009,Best Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,2 Cores,FR,1/3/2015
25682,Best Customer,Build 410,Version 10.2,Lite,MS Win Server 2008, > 6 GB,Desktop,4 Cores,FR,2/15/2015
86468,Former Best,Build 232,Version 7.1,Standard,MS Win 7,>2GB & <= 4 GB,Desktop,1 Core,US,1/31/2015
94374,Former Best,Build 999,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,DE,2/7/2015
99254,Former Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,US,3/8/2015
