,CustomerID,Type_of_customer,Build_Distribution,Version_Distribution,Software_Edition,OS_Distribution,RAM_Distribution,PC_Type,CPU_Cores,Country,Date_of_Onboard
4469,94486,Former_Best,Build 410,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/6/2015
4470,47179,New_Client,Build 232,Version 8.3,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,1/14/2015
4471,35436,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,1 Core,Spain,1/2/2015
4472,96283,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,2 Cores,Germany,3/20/2015
4473,68414,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,3/28/2015
4474,48412,Former_Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,8 Cores,Germany,1/11/2015
4475,99564,One_time_user,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/17/2015
4476,59194,Best_Customer,Build 999,Version 9.4,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,2/21/2015
4477,36453,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/5/2015
4478,12346,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Laptop,1 Core,United Kingdom,2/1/2015
4479,32731,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,2/12/2015
4480,40314,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,2 Cores,Australia,1/24/2015
4481,51039,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,2 Cores,Germany,3/16/2015
4482,1413,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,United Kingdom,3/15/2015
4483,31038,New_Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,United Kingdom,1/29/2015
4484,53275,One_time_user,Build 410,Version 9.4,Standard,MS Win Server 2003,>4GB & <= 6 GB,Mobile,1 Core,United Kingdom,2/5/2015
4485,34153,One_time_user,Build 410,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,2 Cores,Germany,3/30/2015
4486,14855,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/13/2015
4487,26930,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,3/15/2015
4488,35742,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,1 Core,United States,2/10/2015
4489,39315,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Laptop,8 Cores,Australia,2/6/2015
4490,73957,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Germany,1/9/2015
4491,69010,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Laptop,1 Core,Germany,2/23/2015
4492,63147,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Mobile,1 Core,United States,1/22/2015
4493,78088,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,8 Cores,Germany,1/10/2015
4494,44206,Best_Customer,Build 232,Version 10.2,Standard,MS Win 7, > 6 GB,Desktop,1 Core,United Kingdom,3/17/2015
4495,31177,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,2 Cores,Germany,1/31/2015
4496,81029,Former_Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,3/13/2015
4497,3480,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/2/2015
4498,24185,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,France,3/31/2015
4499,32793,One_time_user,Build 410,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Germany,1/3/2015
4500,11042,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,Germany,3/25/2015
4501,87648,Former_Best,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/20/2015
4502,3909,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,1/20/2015
4503,59650,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,3/8/2015
4504,3023,One_time_user,Build 999,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Japan,1/8/2015
4505,41349,Former_Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,2 Cores,United States,4/1/2015
4506,55304,Best_Customer,Build 999,Version 7.1,High,MS Win 7, > 6 GB,Desktop,4 Cores,United Kingdom,2/26/2015
4507,52660,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,United States,4/1/2015
4508,38153,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Spain,3/8/2015
4509,53650,Former_Best,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,1/22/2015
4510,54668,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,1/27/2015
4511,24211,Best_Customer,Build 410,Version 8.3,High,MS Win XP, > 6 GB,Desktop,2 Cores,France,4/1/2015
4512,94007,Best_Customer,Build 232,Version 7.1,Standard,MS Win 7, > 6 GB,Laptop,1 Core,United States,2/3/2015
4513,32543,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,2/28/2015
4514,34187,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,3/12/2015
4515,37614,Former_Best,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United States,2/25/2015
4516,63915,Former_Best,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Laptop,4 Cores,United States,2/4/2015
4517,24882,Former_Best,Build 232,Version 8.3,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/25/2015
4518,48416,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,3/15/2015
4519,13196,One_time_user,Build 380,Version 10.2,High,MS Win XP, > 6 GB,Desktop,1 Core,France,1/20/2015
4520,81337,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/21/2015
4521,47567,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,2/2/2015
4522,58515,Best_Customer,Build 232,Version 10.2,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/9/2015
4523,19556,New_Client,Build 232,Version 7.1,High,MS Win 7,>4GB & <= 6 GB,Desktop,1 Core,Germany,3/1/2015
4524,24804,Former_Best,Build 999,Version 8.3,High,MS Win XP, > 6 GB,Desktop,8 Cores,United States,1/5/2015
4525,83942,New_Client,Build 410,Version 10.2,High,MS Win 7, > 6 GB,Laptop,1 Core,United Kingdom,2/9/2015
4526,6175,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,United Kingdom,2/4/2015
4527,89102,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,Germany,3/8/2015
4528,24862,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,2/23/2015
4529,97193,New_Client,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,4 Cores,United States,1/25/2015
4530,40961,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Australia,2/4/2015
4531,42511,Former_Best,Build 232,Version 8.3,High,MS Win Server 2008,>2GB & <= 4 GB,Mobile,1 Core,Australia,1/12/2015
4532,17969,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United Kingdom,3/28/2015
4533,2484,New_Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/12/2015
4534,73189,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,2 Cores,France,1/5/2015
4535,43838,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,Japan,2/27/2015
4536,4271,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,1/22/2015
4537,63438,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,3/29/2015
4538,51909,Best_Customer,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,France,3/9/2015
4539,79324,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,2/3/2015
4540,46359,Former_Best,Build 232,Version 8.3,Standard,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,2/1/2015
4541,644,Former_Best,Build 232,Version 8.3,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,France,1/20/2015
4542,95492,Former_Best,Build 380,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Mobile,1 Core,Germany,1/8/2015
4543,1486,New_Client,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Laptop,2 Cores,Germany,3/13/2015
4544,72534,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,8 Cores,France,3/8/2015
4545,27787,New_Client,Build 410,Version 7.1,Standard,MS Win XP,>4GB & <= 6 GB,Desktop,2 Cores,Australia,2/21/2015
4546,8568,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Australia,2/25/2015
4547,66007,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Germany,3/31/2015
4548,91790,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,United States,3/20/2015
4549,99988,Best_Customer,Build 232,Version 7.1,Lite,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/28/2015
4550,32479,New_Client,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Japan,1/6/2015
4551,41912,One_time_user,Build 410,Version 7.1,Lite,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,1/16/2015
4552,16522,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Mobile,8 Cores,Germany,2/7/2015
4553,2530,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,2/13/2015
4554,46928,New_Client,Build 232,Version 8.3,Lite,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,3/21/2015
4555,59826,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Australia,1/6/2015
4556,39306,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Germany,3/20/2015
4557,90420,New_Client,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,3/18/2015
4558,9190,One_time_user,Build 410,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,United Kingdom,3/24/2015
4559,79967,Former_Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Australia,1/28/2015
4560,33147,One_time_user,Build 232,Version 7.1,Standard,MS Win XP, > 6 GB,Laptop,1 Core,Australia,2/20/2015
4561,44988,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,France,1/29/2015
4562,84342,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,2 Cores,United States,1/13/2015
4563,39328,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,8 Cores,Germany,2/16/2015
4564,55412,One_time_user,Build 410,Version 8.3,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,Germany,3/5/2015
4565,15126,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,United States,1/2/2015
4566,15863,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,4 Cores,United States,3/29/2015
4567,26235,Former_Best,Build 410,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Australia,3/19/2015
4568,15467,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2003,>4GB & <= 6 GB,Desktop,1 Core,Australia,1/18/2015
4569,90762,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,United States,1/10/2015
4570,56297,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,1/2/2015
4571,8228,Former_Best,Build 232,Version 10.2,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,8 Cores,Australia,2/3/2015
4572,9162,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,1/12/2015
4573,36741,New_Client,Build 232,Version 8.3,Standard,MS Win Server 2008,>2GB & <= 4 GB,Desktop,2 Cores,Germany,2/12/2015
4574,57340,Best_Customer,Build 999,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Germany,3/4/2015
4575,54070,Former_Best,Build 232,Version 10.2,High,MS Win 7, > 6 GB,Laptop,1 Core,Germany,3/6/2015
4576,49232,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/22/2015
4577,14497,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,2/25/2015
4578,68997,Former_Best,Build 232,Version 10.2,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,Japan,3/13/2015
4579,97175,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Australia,1/9/2015
4580,94158,Former_Best,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,3/13/2015
4581,47835,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Australia,1/20/2015
4582,13405,Best_Customer,Build 380,Version 7.1,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,2/1/2015
4583,66135,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Germany,3/17/2015
4584,21420,Best_Customer,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,United Kingdom,3/21/2015
4585,93619,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,3/18/2015
4586,392,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,United States,3/22/2015
4587,98163,One_time_user,Build 232,Version 9.4,High,MS Win Server 2003,>2GB & <= 4 GB,Laptop,1 Core,Australia,1/5/2015
4588,62519,Former_Best,Build 380,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,Germany,1/20/2015
4589,37165,Best_Customer,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,United States,3/24/2015
4590,72308,Former_Best,Build 410,Version 8.3,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,1/8/2015
4591,32909,One_time_user,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,1/31/2015
4592,7940,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/24/2015
4593,71819,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008,>4GB & <= 6 GB,Desktop,2 Cores,Germany,2/3/2015
4594,38588,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2003,>4GB & <= 6 GB,Laptop,1 Core,United States,3/15/2015
4595,99260,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,United Kingdom,2/27/2015
4596,62400,Best_Customer,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/30/2015
4597,83842,One_time_user,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,1 Core,United Kingdom,3/26/2015
4598,88292,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,2 Cores,Australia,1/25/2015
4599,6952,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,1/2/2015
4600,30052,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,3/29/2015
4601,6260,One_time_user,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Australia,2/21/2015
4602,29180,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Australia,2/14/2015
4603,45950,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003,>1GB & <= 2 GB,Mobile,1 Core,United Kingdom,1/5/2015
4604,74407,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,1/8/2015
4605,42657,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Germany,2/12/2015
4606,87803,Best_Customer,Build 232,Version 7.1,High,MS Win XP,>1GB & <= 2 GB,Desktop,1 Core,Japan,2/27/2015
4607,44526,New_Client,Build 410,Version 7.1,Standard,MS Win XP, > 6 GB,Desktop,1 Core,Germany,3/12/2015
4608,38956,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Japan,1/26/2015
4609,33602,New_Client,Build 232,Version 8.3,High,MS Win Server 2003, > 6 GB,Laptop,1 Core,United States,1/30/2015
4610,19930,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Australia,2/12/2015
4611,32298,Former_Best,Build 232,Version 7.1,Lite,MS Win XP,>2GB & <= 4 GB,Mobile,8 Cores,Germany,3/13/2015
4612,87027,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/28/2015
4613,64754,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,1 Core,Germany,2/21/2015
4614,53248,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,United Kingdom,2/26/2015
4615,92182,New_Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,8 Cores,United States,2/24/2015
4616,84635,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,4 Cores,France,1/14/2015
4617,97772,Former_Best,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Laptop,1 Core,Australia,3/20/2015
4618,23926,Best_Customer,Build 232,Version 10.2,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,1/28/2015
4619,754,One_time_user,Build 232,Version 9.4,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,United Kingdom,2/18/2015
4620,42083,Former_Best,Build 232,Version 7.1,Lite,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Germany,1/19/2015
4621,82172,One_time_user,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Laptop,1 Core,Australia,2/7/2015
4622,37923,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/16/2015
4623,16758,Former_Best,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/16/2015
4624,53029,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/9/2015
4625,51430,Former_Best,Build 999,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Laptop,8 Cores,Australia,1/19/2015
4626,70095,One_time_user,Build 232,Version 7.1,High,MS Win Server 2008,>1GB & <= 2 GB,Mobile,1 Core,Australia,2/13/2015
4627,72937,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Germany,2/3/2015
4628,5303,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,2/25/2015
4629,87350,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/29/2015
4630,82717,Best_Customer,Build 380,Version 8.3,High,MS Win Server 2008,>4GB & <= 6 GB,Desktop,1 Core,Australia,2/3/2015
4631,50403,New_Client,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,3/28/2015
4632,50654,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,United States,1/13/2015
4633,3626,Best_Customer,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Laptop,1 Core,Germany,3/20/2015
4634,94273,One_time_user,Build 232,Version 9.4,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,Germany,3/23/2015
4635,3301,One_time_user,Build 232,Version 7.1,Standard,MS Win Server 2003,>2GB & <= 4 GB,Desktop,1 Core,Australia,3/28/2015
4636,81793,New_Client,Build 380,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,France,3/6/2015
4637,60361,Former_Best,Build 380,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Germany,2/19/2015
4638,88683,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,8 Cores,Australia,3/6/2015
4639,28026,Best_Customer,Build 999,Version 7.1,High,MS Win 7, > 6 GB,Desktop,1 Core,Germany,1/12/2015
4640,84407,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United Kingdom,3/26/2015
4641,53072,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Germany,3/9/2015
4642,46060,New_Client,Build 232,Version 7.1,High,MS Win XP,>4GB & <= 6 GB,Desktop,1 Core,United Kingdom,3/25/2015
4643,52742,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,3/27/2015
4644,60306,Best_Customer,Build 410,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,8 Cores,Germany,1/14/2015
4645,16280,New_Client,Build 232,Version 9.4,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,3/22/2015
4646,14673,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,United States,1/11/2015
4647,60284,Best_Customer,Build 232,Version 8.3,High,MS Win Server 2003,>1GB & <= 2 GB,Desktop,1 Core,United States,3/4/2015
4648,1032,Best_Customer,Build 232,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/27/2015
4649,32036,One_time_user,Build 232,Version 10.2,High,MS Win 7,>512 MB  & <= 1 GB,Laptop,1 Core,Germany,2/17/2015
4650,97599,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,France,2/18/2015
4651,62595,New_Client,Build 232,Version 8.3,Standard,MS Win XP,>1GB & <= 2 GB,Laptop,1 Core,Australia,2/11/2015
4652,9191,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,United States,1/28/2015
4653,47650,Best_Customer,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Mobile,2 Cores,Australia,3/16/2015
4654,74327,Former_Best,Build 232,Version 7.1,High,MS Win Server 2008,>2GB & <= 4 GB,Desktop,1 Core,Australia,1/28/2015
4655,15786,Former_Best,Build 999,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Australia,3/8/2015
4656,702,Former_Best,Build 410,Version 7.1,Standard,MS Win Server 2008,>1GB & <= 2 GB,Laptop,1 Core,Germany,1/2/2015
4657,2671,New_Client,Build 410,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Desktop,1 Core,Australia,2/6/2015
4658,23890,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,United Kingdom,3/26/2015
4659,75156,Former_Best,Build 232,Version 7.1,High,MS Win 7, > 6 GB,Laptop,1 Core,France,1/29/2015
4660,44899,Former_Best,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Desktop,1 Core,Germany,3/14/2015
4661,3418,Best_Customer,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,Australia,2/25/2015
4662,3316,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Mobile,2 Cores,United Kingdom,2/5/2015
4663,94793,Former_Best,Build 410,Version 9.4,High,MS Win Server 2008, > 6 GB,Laptop,8 Cores,United Kingdom,3/20/2015
4664,70394,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Australia,2/12/2015
4665,82053,Former_Best,Build 232,Version 7.1,High,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Australia,2/14/2015
4666,68121,Former_Best,Build 999,Version 7.1,Standard,MS Win 7,>512 MB  & <= 1 GB,Laptop,1 Core,United States,2/7/2015
4667,49518,Best_Customer,Build 232,Version 10.2,Standard,MS Win Server 2003,>512 MB  & <= 1 GB,Desktop,1 Core,Japan,1/17/2015
4668,32300,Former_Best,Build 232,Version 8.3,High,MS Win Server 2008, > 6 GB,Mobile,1 Core,Germany,3/15/2015
4669,62541,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003,>2GB & <= 4 GB,Desktop,4 Cores,Germany,2/11/2015
4670,32248,Best_Customer,Build 999,Version 7.1,High,MS Win Server 2008,>512 MB  & <= 1 GB,Desktop,4 Cores,Germany,3/3/2015
4671,48036,Best_Customer,Build 410,Version 10.2,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,Germany,1/10/2015
4672,23188,Former_Best,Build 232,Version 7.1,Standard,MS Win Server 2003, > 6 GB,Laptop,1 Core,Germany,3/31/2015
4673,37846,New_Client,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,Germany,2/16/2015
4674,45603,One_time_user,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,1 Core,United States,3/1/2015
4675,12644,Best_Customer,Build 232,Version 7.1,High,MS Win Server 2003, > 6 GB,Mobile,1 Core,Australia,2/11/2015
4676,86438,New_Client,Build 410,Version 7.1,High,MS Win Server 2003, > 6 GB,Desktop,4 Cores,Australia,3/16/2015
4677,15098,Former_Best,Build 232,Version 7.1,High,MS Win XP, > 6 GB,Desktop,1 Core,United States,2/19/2015
